Població segons lloc de naixement  per comunitats autònomes
Municipis. 2011
"Font: Idescat, a partir del Cens de població i habitatges de l'INE."
"El Cens 2011 inclou dades provinents d'enquesta. Els resultats han estat convenientment arrodonits i es mostren sense decimals. Per aquesta raó algun total pot no coincidir amb la suma de la seva desagregació per sexe, edat o territori."
Institut d'Estadística de Catalunya
http://www.idescat.cat/pub/?id=censph&n=12&by=mun
Codi,Literal,Catalunya,Barcelona,Girona,Lleida,Tarragona,Resta Estat,Andalusia,Aragó,Principat d'Astúries,Illes Balears,Canàries,Cantàbria,Castella - la Manxa,Castella i Lleó,Comunitat Valenciana,Extremadura,Galícia,Comunitat de Madrid,Regió de Múrcia,Comunitat Foral de Navarra,País Basc,"Rioja, La",Ceuta i Melilla,Estranger,Total
430764,Marçà,537,81,3,6,447,30,9,3,0,3,0,0,1,1,6,4,0,0,1,1,1,0,0,71,639,
430751,Margalef,99,14,1,5,79,5,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,111,
082423,Marganell,248,241,0,2,5,32,17,3,0,1,0,0,1,2,1,2,1,4,0,0,0,0,0,33,314,
081141,Martorell,16511,16025,78,180,228,5514,2753,324,42,21,26,53,468,483,251,403,206,124,147,43,55,30,86,5644,27668,
081154,Martorelles,3339,3291,13,22,13,1245,721,97,6,4,0,1,97,80,25,76,34,24,56,1,7,2,14,309,4892,
430770,Mas de Barberans,531,22,1,0,508,22,3,4,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,80,633,
171002,Masarac,225,33,190,2,0,10,3,2,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,46,282,
430786,Masdenverge,867,57,1,3,807,105,41,9,1,2,0,0,4,4,32,1,5,1,4,1,0,0,0,138,1110,
081167,"Masies de Roda, les",667,650,16,1,0,59,40,3,0,0,0,0,2,1,3,6,0,3,0,0,0,1,0,41,767,
081173,"Masies de Voltregà, les",2558,2456,88,8,6,434,215,6,4,2,0,0,15,20,6,37,102,6,10,0,4,4,3,158,3150,
430799,Masllorenç,408,127,0,4,277,45,22,5,0,1,0,0,3,2,1,3,2,0,5,0,1,0,0,66,519,
081189,"Masnou, el",16088,15626,164,179,120,3912,1302,310,46,31,28,35,230,409,194,511,232,234,145,32,104,37,33,2429,22430,
430803,"Masó, la",272,20,0,3,249,21,5,1,0,0,1,1,2,5,1,2,0,1,1,0,1,0,0,4,297,
430810,Maspujols,636,45,1,4,586,67,30,4,3,1,0,0,6,3,7,5,1,2,3,0,2,0,0,39,742,
081192,Masquefa,6213,6099,23,33,58,1558,766,60,8,15,13,10,82,129,51,213,109,30,39,3,22,1,8,600,8370,
430825,"Masroig, el",420,61,1,3,355,27,15,1,0,0,0,0,0,0,2,1,2,2,1,0,2,0,1,108,555,
251312,Massalcoreig,429,17,3,407,2,57,9,41,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,79,566,
171019,Massanes,561,266,294,1,0,107,67,4,1,0,0,0,7,2,4,16,0,2,0,0,4,0,0,44,712,
251327,Massoteres,159,47,1,111,0,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,203,
081206,Matadepera,7614,7438,46,84,46,645,249,84,12,10,5,4,34,68,46,30,20,26,11,13,22,5,6,425,8685,
081213,Mataró,75679,73545,1007,652,475,27761,13149,1009,147,127,74,87,1902,1519,701,5421,561,470,1919,98,222,53,303,19927,123367,
081228,Mediona,1811,1759,10,20,22,327,159,21,5,6,2,1,19,22,27,17,12,8,13,3,10,2,0,218,2356,
251348,Menàrguens,699,47,0,638,14,50,21,9,1,1,0,0,4,2,2,7,1,1,0,0,1,0,0,123,873,
170998,Meranges,80,28,43,9,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,90,
171058,Mieres,296,73,219,3,1,14,3,1,0,0,1,0,0,2,0,1,3,1,1,1,0,0,0,18,329,
430831,"Milà, el",135,19,1,1,114,34,21,1,0,0,0,0,3,1,1,6,0,0,1,0,0,0,0,5,174,
251351,Miralcamp,1197,68,0,1113,16,97,66,16,1,0,0,1,3,4,0,0,1,3,0,1,0,0,1,144,1438,
430846,Miravet,624,99,1,4,520,48,16,13,0,0,0,1,2,7,5,2,1,1,0,0,0,0,0,104,776,
081385,Moià,4336,4239,32,43,22,642,414,19,6,3,3,3,34,30,20,33,20,17,22,6,5,1,6,755,5733,
430859,"Molar, el",247,34,0,3,210,14,8,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,33,294,
081234,Molins de Rei,18361,17851,85,184,241,4466,2137,257,26,36,21,24,430,305,204,377,142,124,253,17,46,15,52,1908,24735,
251370,Mollerussa,8967,834,38,7985,110,1601,870,253,21,10,6,10,77,93,52,76,29,37,19,10,13,7,18,4063,14631,
171061,Mollet de Peralada,142,18,121,3,0,18,8,1,0,0,0,0,0,2,3,3,0,0,1,0,0,0,0,17,177,
081249,Mollet del Vallès,31101,30441,222,243,195,12899,6855,827,89,46,38,57,928,1050,306,1313,512,202,355,44,111,37,131,8096,52096,
171077,Molló,320,84,234,2,0,16,4,0,0,0,0,0,0,1,4,2,2,2,0,0,1,0,0,12,348,
251364,"Molsosa, la",110,20,0,89,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,116,
081287,Monistrol de Calders,544,532,1,4,7,103,49,3,2,3,0,0,26,3,1,9,0,1,5,0,0,0,1,36,683,
081271,Monistrol de Montserrat,2156,2094,13,35,14,495,301,38,7,5,4,1,17,33,14,24,10,15,14,0,8,1,3,338,2989,
171096,Montagut i Oix,856,143,703,8,2,55,29,1,1,0,0,0,1,7,4,4,1,5,0,0,0,1,0,69,979,
430862,Montblanc,5298,788,16,188,4306,997,541,85,11,11,6,5,60,43,41,100,22,26,20,6,15,2,3,1020,7315,
430884,Montbrió del Camp,1942,234,3,46,1659,274,119,32,4,6,3,3,8,11,16,21,7,16,15,3,6,2,2,274,2490,
081252,Montcada i Reixac,22101,21707,135,143,116,7690,4029,319,95,54,29,28,462,669,184,673,388,153,353,30,88,16,121,4732,34522,
081304,Montclar,114,98,0,14,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,116,
251399,Montellà i Martinet,546,228,20,290,8,70,24,6,0,2,0,0,3,3,9,9,5,7,0,1,1,0,0,58,674,
081311,Montesquiu,708,618,80,4,6,118,58,7,0,1,0,0,8,17,6,3,10,1,0,0,2,0,5,86,912,
251403,Montferrer i Castellbò,738,154,9,569,6,116,43,6,4,2,0,2,4,11,6,5,20,7,3,0,3,0,0,148,1002,
430897,Montferri,279,132,1,1,145,80,55,3,0,0,1,0,1,1,10,3,1,3,1,0,0,0,1,26,385,
251386,Montgai,634,70,1,562,1,44,22,2,0,0,0,0,4,3,1,4,3,3,0,1,1,0,0,24,702,
081265,Montgat,7869,7707,46,68,48,2065,940,119,15,15,14,8,171,152,98,205,76,95,86,19,29,9,15,863,10796,
081326,Montmajor,419,359,2,57,1,17,4,1,0,0,0,0,1,3,1,1,2,1,0,0,2,0,1,34,470,
081332,Montmaneu,157,124,0,31,2,16,6,1,0,0,0,0,2,1,2,1,3,0,0,0,0,0,0,16,189,
430901,"Montmell, el",1011,745,5,6,255,375,201,16,1,3,4,1,26,22,13,33,24,7,12,1,2,0,9,119,1505,
081350,Montmeló,5437,5298,48,56,35,2620,1154,50,8,9,8,11,203,144,41,801,61,37,45,4,21,5,19,785,8842,
251425,Montoliu de Lleida,412,12,0,398,2,28,9,4,0,0,1,0,2,1,2,2,6,0,1,0,0,0,0,71,511,
251410,Montoliu de Segarra,171,58,0,104,9,9,3,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,12,192,
251431,Montornès de Segarra,92,19,0,73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93,
081363,Montornès del Vallès,9588,9419,59,58,52,4274,2120,136,28,19,13,17,357,490,79,645,138,77,93,13,21,8,21,2293,16155,
430918,Mont-ral,123,27,0,1,95,29,5,4,0,0,0,1,2,6,0,1,2,4,0,2,2,0,0,12,165,
171100,Mont-ras,1261,91,1156,9,5,340,240,5,4,2,0,0,21,19,8,13,7,10,8,0,1,1,1,208,1810,
430923,Mont-roig del Camp,5867,1515,27,216,4109,2541,1019,297,58,23,12,20,216,179,122,152,124,124,45,40,70,25,14,3890,12298,
081379,Montseny,260,246,12,1,1,17,5,6,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,21,298,
430939,Móra d'Ebre,3983,434,18,80,3451,776,229,175,4,4,4,4,72,61,54,68,34,28,18,3,12,1,5,872,5631,
430944,Móra la Nova,2197,290,8,30,1869,430,163,101,2,2,2,1,29,32,18,28,20,10,10,2,5,1,4,575,3202,
430957,"Morell, el",2487,224,13,52,2198,571,199,50,20,6,3,5,57,34,36,66,16,24,36,4,10,2,3,429,3486,
430960,"Morera de Montsant, la",120,36,0,1,83,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,162,
081290,Muntanyola,519,502,10,3,4,52,23,0,1,1,0,1,5,7,2,8,1,0,2,0,1,0,0,23,593,
081398,Mura,206,202,0,4,0,14,8,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,6,226,
251459,Nalec,78,13,0,65,0,8,4,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,5,91,
250254,Naut Aran,1166,229,12,905,20,367,77,28,16,2,1,3,8,38,22,9,33,61,8,6,49,6,0,203,1736,
081402,Navarcles,4435,4322,13,86,14,1118,913,46,8,2,2,1,33,36,15,28,15,11,2,0,4,1,1,430,5982,
081419,Navàs,4702,4538,25,123,16,873,564,54,9,3,3,3,70,78,10,20,23,10,9,5,5,1,6,568,6143,
171117,Navata,913,171,736,4,1,78,25,2,1,1,1,0,3,8,3,7,4,13,4,1,4,0,1,225,1216,
251462,Navès,260,72,1,187,0,11,5,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,4,275,
081424,"Nou de Berguedà, la",141,140,0,1,0,7,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7,155,
430976,"Nou de Gaià, la",428,76,1,4,347,54,20,11,1,0,1,0,2,3,7,1,2,2,2,0,2,0,0,54,536,
430982,Nulles,371,67,6,9,289,36,17,3,0,1,0,2,4,1,5,0,1,2,0,0,0,0,0,35,442,
251484,Odèn,240,16,0,223,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24,266,
081430,Òdena,2696,2605,12,51,28,678,312,33,7,8,3,0,27,40,20,186,8,8,20,2,2,2,1,203,3577,
171122,Ogassa,224,58,164,1,1,17,11,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,10,251,
081458,Olèrdola,2771,2661,10,36,64,526,213,26,8,4,8,0,54,19,28,93,21,11,28,2,10,0,1,275,3572,
081461,Olesa de Bonesvalls,1264,1241,5,7,11,357,196,8,3,2,2,3,25,34,15,33,15,4,5,0,6,0,6,124,1744,
081477,Olesa de Montserrat,16464,16124,65,140,135,4612,2740,219,22,35,14,29,352,247,204,279,158,81,112,13,51,11,46,2834,23909,
251497,Oliana,1437,128,8,1289,12,175,68,19,7,0,0,7,17,11,7,20,12,3,3,1,0,0,0,285,1896,
251500,Oliola,203,23,0,180,0,5,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,11,219,
251517,Olius,781,167,2,605,7,64,34,8,0,1,0,0,3,1,3,5,5,3,0,0,0,1,0,33,878,
081483,Olivella,2114,2057,9,19,29,678,310,28,2,6,6,4,55,42,44,73,33,31,17,3,9,3,12,826,3617,
081496,Olost,1073,1039,13,15,6,79,34,8,0,0,3,5,11,4,1,1,4,2,3,1,1,1,0,42,1194,
171143,Olot,23089,2248,20633,113,94,3624,2299,87,17,24,21,18,327,239,97,183,57,82,54,16,36,8,59,6839,33552,
251522,"Oluges, les",159,36,0,120,3,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,165,
081445,Olvan,783,755,4,21,3,74,46,2,0,1,0,0,3,2,3,11,1,1,0,1,3,0,0,33,890,
251538,"Omellons, els",234,57,0,169,8,12,7,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,251,
251543,"Omells de na Gaia, els",138,24,0,105,9,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,149,
171156,Ordis,311,40,270,1,0,25,11,4,1,1,0,0,0,3,0,0,4,0,1,0,0,0,0,47,383,
251556,Organyà,680,95,7,576,2,90,51,5,3,2,0,0,4,9,7,0,3,2,1,1,1,0,1,124,894,
081509,Orís,273,260,10,2,1,16,6,0,2,0,0,0,0,2,1,1,1,0,0,1,2,0,0,10,299,
081516,Oristà,531,526,5,0,0,12,6,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,18,561,
081521,Orpí,130,126,0,3,1,11,6,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,19,159,
081537,Òrrius,563,547,8,5,3,66,27,3,3,1,1,0,5,1,2,12,1,2,6,0,1,1,0,27,655,
251569,Os de Balaguer,843,80,0,760,3,92,47,10,0,1,0,3,4,15,0,5,1,2,0,1,2,0,1,60,995,
171169,Osor,389,76,308,3,2,27,8,3,0,0,0,0,0,6,4,1,3,1,1,0,0,0,0,35,451,
251575,Ossó de Sió,201,43,0,156,3,12,5,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,217,
081542,Pacs del Penedès,680,650,4,6,20,151,56,3,2,2,1,2,15,10,14,22,2,8,4,1,6,1,2,36,867,
081555,Palafolls,6710,5736,918,39,18,1619,949,42,5,5,2,6,112,90,53,182,51,27,46,8,21,0,20,653,8982,
171175,Palafrugell,13466,1826,11465,111,64,3616,2365,91,29,43,19,10,298,197,79,174,66,86,64,32,29,7,27,5570,22653,
171181,Palamós,11465,2062,9094,90,218,3219,2034,117,31,27,20,7,105,161,148,148,122,87,84,23,54,6,45,3090,17774,
251581,"Palau d'Anglesola, el",1850,128,4,1691,27,147,70,11,2,2,0,8,10,14,6,6,1,11,1,3,2,0,0,181,2178,
171194,Palau de Santa Eulàlia,91,33,57,0,1,10,3,2,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,4,105,
171215,Palau-sator,254,37,217,0,0,10,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,294,
171208,Palau-saverdera,876,119,748,7,2,138,51,8,3,3,1,2,7,11,3,22,7,11,0,1,7,0,1,447,1461,
081568,Palau-solità i Plegamans,10627,10401,62,97,67,2703,1353,161,21,13,12,21,206,221,109,230,128,60,75,38,23,9,24,1081,14410,
431009,"Pallaresos, els",3322,256,10,49,3007,855,344,84,11,5,6,8,59,69,49,71,28,40,24,8,36,3,10,185,4362,
081574,Pallejà,7952,7790,34,68,60,2425,1348,142,21,20,14,12,217,140,80,175,77,61,57,7,38,3,13,906,11283,
430995,"Palma d'Ebre, la",340,55,0,4,281,14,9,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,40,394,
089058,"Palma de Cervelló, la",2308,2251,16,19,22,429,201,34,2,9,3,2,28,41,21,27,12,20,13,2,5,5,4,271,3009,
171236,Palol de Revardit,415,32,380,3,0,36,15,4,0,1,1,0,0,1,3,4,5,1,1,0,0,0,0,25,476,
171241,Pals,1725,307,1401,13,4,245,151,12,0,6,2,2,10,11,12,12,7,6,8,1,5,0,0,700,2671,
081580,"Papiol, el",2837,2763,12,34,28,786,404,65,5,7,4,2,63,47,40,41,26,18,46,4,9,5,1,367,3990,
171254,Pardines,143,33,109,1,0,10,5,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,155,
081593,Parets del Vallès,12787,12523,78,101,85,3959,2247,183,32,24,18,15,243,274,109,443,151,67,88,7,32,7,19,1647,18393,
171267,Parlavà,348,59,287,2,0,9,4,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,30,387,
431016,Passanant i Belltall,143,38,0,11,94,5,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,10,158,
171289,Pau,365,54,304,3,4,34,14,4,1,0,1,1,6,1,1,3,0,1,0,0,0,1,0,166,566,
431021,Paüls,563,23,0,1,539,16,2,6,0,0,0,0,0,1,2,1,2,0,1,0,1,0,0,19,598,
171292,Pedret i Marzà,140,8,131,1,0,14,9,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,27,181,
251641,Penelles,440,47,2,383,8,27,13,4,1,0,1,0,0,1,2,0,3,2,0,0,0,0,0,47,513,
171306,"Pera, la",372,51,315,4,2,20,9,2,0,0,0,0,1,2,1,1,1,0,0,2,0,1,0,35,427,
081607,Perafita,345,309,28,7,1,14,3,3,0,0,2,0,0,2,0,2,1,0,0,0,1,0,0,41,400,
431037,Perafort,929,71,3,23,832,199,79,20,5,6,1,1,15,21,6,9,9,10,4,4,8,0,1,137,1265,
171328,Peralada,1413,240,1153,9,11,158,70,8,8,1,2,1,8,18,8,8,7,10,3,0,3,1,2,287,1858,
251654,Peramola,317,48,4,265,0,30,10,2,0,1,0,1,2,1,3,2,4,1,1,0,1,1,0,24,371,
431042,"Perelló, el",2012,133,3,8,1868,133,42,14,5,2,0,0,6,4,23,9,6,6,11,0,1,0,4,981,3126,
081614,Piera,10775,10561,38,94,82,2969,1575,156,28,19,17,9,205,189,111,285,158,59,86,7,24,9,32,1273,15016,
431055,"Piles, les",189,91,1,3,94,13,4,2,0,0,0,0,2,2,1,1,0,0,0,1,0,0,0,9,211,
081635,Pineda de Mar,15207,14467,500,141,99,6130,3620,207,51,32,20,22,361,323,157,698,170,134,173,18,55,14,76,4501,25838,
431068,"Pinell de Brai, el",962,50,3,3,905,48,12,11,0,0,0,0,4,4,12,1,3,1,0,0,0,0,0,98,1108,
251667,Pinell de Solsonès,202,19,1,181,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,211,
251673,Pinós,288,80,3,205,0,8,2,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,11,307,
431074,Pira,424,95,0,9,320,58,42,2,0,0,0,1,2,1,3,3,2,2,0,0,0,0,0,19,501,
431080,"Pla de Santa Maria, el",1851,407,7,27,1411,324,193,12,2,5,0,1,18,25,12,24,9,5,5,0,11,0,2,209,2385,
081640,"Pla del Penedès, el",979,957,2,4,16,109,59,7,0,3,2,0,6,10,7,6,1,3,1,3,0,0,1,99,1187,
171334,"Planes d'Hostoles, les",1454,109,1330,11,4,77,41,1,0,1,0,0,6,6,7,3,5,5,0,0,0,1,1,155,1686,
171349,Planoles,257,127,128,2,0,21,9,3,0,0,0,1,0,2,0,0,1,0,1,0,4,0,0,37,315,
259118,"Plans de Sió, els",502,121,1,375,5,30,12,3,2,2,0,1,0,1,3,2,0,1,2,0,1,0,0,26,558,
251689,"Poal, el",555,24,3,527,1,32,17,4,0,0,0,1,0,1,2,0,3,1,1,0,2,0,0,58,645,
251692,"Pobla de Cérvoles, la",198,58,1,124,15,33,14,1,0,0,0,0,1,5,3,6,1,2,0,0,0,0,0,14,245,
081653,"Pobla de Claramunt, la",1711,1664,4,23,20,381,217,7,1,2,3,0,18,30,17,52,8,9,11,1,2,3,0,169,2261,
081666,"Pobla de Lillet, la",1005,944,43,16,2,190,101,7,1,0,0,4,26,6,3,19,5,2,9,2,2,1,2,53,1248,
431093,"Pobla de Mafumet, la",2063,175,7,44,1837,535,221,22,17,2,11,13,48,24,39,60,13,18,33,4,6,1,3,311,2909,
431107,"Pobla de Massaluca, la",307,40,0,1,266,28,6,13,1,0,0,0,0,2,1,2,1,1,1,0,0,0,0,31,366,
431114,"Pobla de Montornès, la",1906,929,10,38,928,600,287,32,7,7,1,2,49,44,32,43,22,26,30,2,9,2,5,356,2861,
251713,"Pobla de Segur, la",2270,383,11,1851,25,379,210,36,1,5,3,5,20,14,18,33,16,4,5,5,1,0,3,510,3159,
431129,Poboleda,285,62,3,3,217,32,22,1,0,1,0,0,0,2,3,1,0,1,0,0,1,0,0,53,370,
081672,Polinyà,5894,5773,43,53,25,1554,888,57,10,14,12,5,89,90,47,184,51,45,21,13,13,2,13,650,8098,
431135,"Pont d'Armentera, el",443,84,0,9,350,67,44,4,0,0,0,0,4,2,3,3,3,3,0,1,0,0,0,88,598,
250306,"Pont de Bar, el",162,40,4,113,5,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,182,
171352,Pont de Molins,358,42,312,1,3,88,57,1,1,0,0,1,1,7,4,5,7,1,2,0,1,0,0,87,534,
251734,"Pont de Suert, el",1509,242,9,1239,19,566,167,266,6,1,1,0,18,23,10,14,32,10,8,1,7,1,2,424,2499,
081825,"Pont de Vilomara i Rocafort, el",2661,2605,9,32,15,816,509,15,10,0,0,2,174,19,20,35,2,7,12,1,5,1,4,266,3743,
431418,Pontils,110,58,2,2,48,26,12,2,0,0,0,0,2,4,2,2,1,0,1,0,0,0,0,4,140,
081688,Pontons,413,398,1,2,12,75,39,3,0,2,2,1,7,6,0,3,4,3,4,1,0,0,0,51,538,
171365,Pontós,191,46,142,2,1,20,7,3,0,1,0,0,0,0,4,1,0,2,1,0,1,0,0,23,235,
251728,Ponts,1976,187,8,1765,16,196,60,42,1,6,1,2,11,22,5,8,21,7,5,0,2,0,3,499,2671,
171371,Porqueres,3816,239,3555,8,14,380,218,14,3,4,2,3,19,23,9,42,20,12,3,1,6,0,1,272,4468,
431140,Porrera,385,59,1,3,322,51,19,5,1,0,0,0,1,4,11,4,0,0,5,1,0,0,0,25,461,
171404,"Port de la Selva, el",643,154,471,1,17,142,81,3,2,0,2,0,6,14,11,5,5,7,4,0,2,0,0,211,996,
171387,Portbou,763,89,655,8,11,314,159,15,3,1,2,1,21,39,11,15,24,6,5,1,6,3,2,189,1266,
251749,"Portella, la",454,21,0,433,0,43,17,14,0,0,0,0,4,1,4,2,0,1,0,0,0,0,0,274,771,
431153,Pradell de la Teixeta,178,14,0,0,164,14,6,1,0,0,0,0,0,0,2,2,0,2,0,0,0,1,0,10,202,
431166,Prades,499,79,3,14,403,57,25,4,1,0,0,0,5,3,2,12,1,2,1,1,0,0,0,94,650,
431172,Prat de Comte,160,18,0,0,142,12,3,2,0,0,1,0,2,0,2,0,1,0,1,0,0,0,0,13,185,
081691,"Prat de Llobregat, el",38168,37380,145,266,378,18035,8494,682,124,80,56,73,2086,1386,570,2602,707,338,393,82,127,28,208,6778,62981,
431188,Pratdip,442,75,1,10,356,66,25,1,2,0,1,2,4,8,9,5,1,4,3,1,0,0,0,271,780,
081712,Prats de Lluçanès,2272,2211,31,27,3,224,144,5,1,2,0,1,20,14,10,11,5,7,1,1,2,0,0,159,2654,
081705,"Prats de Rei, els",485,454,2,25,5,37,22,2,0,1,0,0,8,2,0,0,1,0,1,0,0,0,0,10,532,
251752,Prats i Sansor,219,105,25,87,2,28,4,1,0,1,0,0,2,8,2,1,4,1,2,0,1,1,0,38,285,
251765,Preixana,372,37,2,326,7,15,3,1,0,0,0,0,2,4,2,1,0,1,0,0,1,0,0,22,409,
251771,Preixens,413,69,1,342,1,39,18,6,0,0,0,0,1,3,2,3,3,0,1,1,0,0,1,20,472,
082303,Premià de Dalt,7204,7020,55,72,57,1996,766,117,21,20,8,2,159,140,85,115,69,84,339,19,24,16,12,1050,10249,
081727,Premià de Mar,18020,17487,153,206,175,5657,2070,319,67,47,22,38,455,472,274,456,235,234,740,38,91,45,56,4247,27924,
171390,"Preses, les",1536,135,1391,5,5,111,69,4,1,0,0,1,18,3,3,6,1,1,1,1,2,0,0,104,1751,
251790,Prullans,194,55,13,126,0,19,7,1,0,0,0,1,0,2,1,1,4,1,0,0,0,1,0,23,236,
171411,Puigcerdà,5197,1281,3475,403,37,1624,545,50,8,10,10,9,120,138,57,160,386,62,18,4,27,2,17,2017,8838,
081748,Puigdàlber,445,431,0,5,9,65,35,3,0,1,0,0,3,4,3,12,0,2,0,0,0,1,1,22,531,
251804,Puiggròs,275,37,1,231,6,26,18,0,1,0,0,0,0,2,2,3,0,0,0,0,0,0,0,8,309,
431191,Puigpelat,804,123,6,17,658,154,86,7,1,1,0,0,10,4,13,16,3,5,3,2,1,1,1,78,1037,
081751,Puig-reig,3385,3254,17,97,17,585,347,22,6,4,1,7,67,37,23,33,10,3,14,3,3,0,5,341,4311,
251811,Puigverd d'Agramunt,203,22,0,179,2,13,5,1,0,0,1,0,2,0,2,1,1,0,0,0,0,0,0,50,266,
251826,Puigverd de Lleida,1166,67,5,1080,14,174,69,35,2,2,2,0,14,14,5,16,5,5,1,2,2,0,0,104,1444,
081764,Pujalt,188,155,0,28,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,204,
081770,"Quar, la",46,44,0,2,0,8,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,64,
171426,Quart,2587,229,2319,25,14,437,209,20,5,3,3,3,27,30,20,62,19,11,8,1,8,1,6,237,3261,
170433,Queralbs,164,50,109,3,2,8,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8,180,
431205,Querol,378,286,6,8,78,132,62,5,1,0,0,1,11,8,6,16,8,3,3,3,3,1,1,42,552,
171432,Rabós,141,21,119,0,1,12,5,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,41,194,
081786,Rajadell,448,437,4,6,1,72,44,4,1,3,1,0,5,7,1,2,0,2,0,0,2,0,0,22,542,
431212,Rasquera,698,40,2,0,656,28,10,4,0,0,0,0,2,4,1,1,3,0,3,0,0,0,0,154,880,
171447,Regencós,227,29,196,1,1,24,15,1,0,0,0,0,0,3,1,0,1,0,2,0,1,0,0,42,293,
081799,Rellinars,594,581,5,5,3,118,80,6,0,1,0,1,6,5,6,5,2,2,2,2,0,0,0,30,742,
431227,Renau,99,21,1,1,76,18,2,4,0,0,0,0,1,2,4,1,0,1,1,0,1,0,1,20,137,
431233,Reus,65789,5653,268,1546,58322,21276,9428,1999,231,119,91,126,1877,1354,997,2656,425,628,630,151,343,82,139,19785,106849,
251832,Rialp,489,138,1,336,13,78,26,7,5,2,0,0,13,5,2,3,7,6,0,0,2,0,0,97,664,
431248,"Riba, la",494,43,0,11,440,122,72,21,0,0,0,1,3,5,9,1,3,4,1,0,2,0,0,68,684,
431251,Riba-roja d'Ebre,880,96,2,50,732,219,97,55,1,1,0,1,25,11,5,10,4,3,6,0,0,0,0,170,1269,
259059,Ribera d'Ondara,411,127,0,280,3,25,12,2,0,0,0,1,1,4,0,3,0,2,0,0,0,0,0,11,447,
251850,Ribera d'Urgellet,710,129,6,563,11,83,26,7,5,1,0,0,2,10,4,6,14,3,0,1,3,0,1,180,973,
171450,Ribes de Freser,1498,387,1089,10,12,269,153,17,2,1,0,6,25,24,7,17,5,2,4,1,3,1,1,142,1909,
171463,Riells i Viabrea,3065,2299,738,18,10,656,320,31,7,9,5,4,41,46,26,78,39,20,19,2,3,4,2,247,3969,
431264,"Riera de Gaià, la",1257,219,9,12,1017,231,107,16,1,1,2,2,40,13,12,12,4,5,3,2,6,2,3,190,1678,
251863,Riner,256,62,1,193,0,12,4,0,0,0,0,0,1,1,3,0,1,1,0,0,1,0,0,22,290,
171479,Ripoll,7895,1994,5811,66,24,1836,1060,45,15,3,1,8,119,137,36,248,63,33,22,19,16,3,8,1172,10903,
081803,Ripollet,23036,22639,82,205,111,9337,5218,373,64,43,23,43,612,575,233,1320,289,156,188,30,62,11,97,4963,37336,
259139,Riu de Cerdanya,112,72,10,29,1,6,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,2,120,
171485,Riudarenes,1604,580,1016,2,6,305,163,12,0,5,0,1,15,35,6,27,17,15,5,0,2,0,2,241,2151,
171498,Riudaura,410,78,326,2,3,19,9,0,0,1,0,0,1,2,4,1,1,0,0,0,0,0,0,12,441,
