id,area,pop,density
08168,25.42366,453,17.8180482
08163,10.48238,26240,2503.24830
08164,9.50939,1253,131.764498
08165,18.58178,2159,116.189084
08166,51.93818,1110,21.3715613
08169,31.30782,63457,2026.87379
08170,26.06479,535,20.5257744
08177,37.78991,54,1.42895286
08178,45.75787,533,11.6482694
08179,17.83947,723,40.5281098
08181,36.82132,10599,287.849539
08213,21.97498,8387,381.661325
08182,27.68998,3724,134.489082
08183,2.23033,6116,2742.19510
08184,32.21078,75167,2333.59763
08185,48.09325,231,4.80316884
08214,8.93095,8953,1002.46894
08215,0.89741,3462,3857.76846
08187,37.58682,208246,5540.39953
08216,21.31266,27,1.26685265
08188,44.91601,152,3.38409400
08189,22.05965,158,7.16239831
08190,66.95367,276,4.12225349
08194,3.81412,36496,9568.65541
08191,65.76957,6592,100.228722
08195,13.41933,92,6.85578192
08192,16.91376,7520,444.608413
08199,34.70593,850,24.4914917
08196,5.67417,27434,4834.89215
08203,15.65199,3329,212.688610
08197,11.93556,10663,893.380788
08198,13.94387,5862,420.399788
08200,22.16944,82402,3716.91842
08201,23.96002,527,21.9949732
08202,65.59227,17540,267.409559
08208,18.49674,7644,413.262012
08209,13.22065,8650,654.279479
08211,11.96189,44086,3685.53798
08212,23.49456,612,26.0485831
08218,16.39932,10759,656.063788
08219,4.00691,20678,5160.58508
08221,7.79579,16927,2171.30015
08222,19.73387,2562,129.827550
08220,16.24653,3113,191.610146
08229,102.53479,618,6.02722256
08223,41.25929,2375,57.5627937
08224,25.93145,1122,43.2679236
08225,14.77992,108,7.30721140
08226,39.07395,1190,30.4550730
08227,35.36778,3099,87.6221238
08228,3.87116,371,95.8369067
08230,6.54949,10446,1594.93334
08231,40.95168,29842,728.712472
08232,5.34543,2369,443.182307
08233,55.07221,2427,44.0694135
08243,8.65814,183,21.1361793
08234,34.35434,4257,123.914474
08244,7.50686,8073,1075.41635
08235,7.52144,4951,658.251611
08236,13.83444,2121,153.313036
08237,8.16891,2125,260.132624
08238,14.48827,19664,1357.23588
08239,25.55003,637,24.9314775
08240,18.98279,12654,666.603802
08241,30.73144,80,2.60319724
08242,13.37400,277,20.7118289
08245,7.09999,117153,16500.4457
08246,6.99487,2246,321.092457
08251,17.50521,7360,420.446255
08252,8.19905,32832,4004.36635
08253,24.96525,148,5.92824025
08254,61.97759,2168,34.9803856
08255,51.76046,178,3.43891843
08256,4.50065,861,191.305700
08257,25.34003,132,5.20914931
08258,66.36867,1054,15.8809872
08264,8.00670,6182,772.103363
08259,17.00307,9194,540.725880
08260,15.71781,25556,1625.92625
08261,12.58188,3323,264.109974
08262,17.40097,9235,530.717540
08263,9.17400,27961,3047.85262
08265,6.60151,1996,302.355067
08266,30.87760,57543,1863.58395
08267,28.34407,8700,306.942510
08268,47.23455,1183,25.0452264
08269,30.51946,3446,112.911565
